0.25.3,Thu Jul 16 18:20:38 2026,,,,,,,,,,,,,
id,class,name,pretty_name,ergonomics,weight,horizontal_recoil,vertical_recoil,magazine_capacity,barrel_deviation,bullet_damage,bullet_velocity,buck_barrel_deviation,fire_rate,price
,,ips_5.56x45_2inch_barrel_extension,"IPS 2"" 5.56x45",-2,0.09,0,0,,0.1,0.02,40,,,500
,,ips_5.56x45_4inch_barrel_extension,"IPS 4"" 5.56x45",-3,0.17,0,0,,0.2,0.03,80,,,600
,,ips_1_2x28_to_5_8x24_knurled_thread_adapter,IPS 1/2x28 to 5/8x24 Knurled,-1,0.06,2,2,,0.2,,-200,,,1000
,,centrefire_socom556_sfmb_muzzle_brake,Centrefire SOCOM 5.56 SFMB,-1,0.09,-17,-11,,0.05,0,0,,,700
,,centrefire_warden_blast_regulator,Centrefire Warden Fast-Attach,0,0.15,-15,-11,,0,0.02,40,,,1000
,,pac_qdc_3prong_flash_5.56x45_eliminator,PAC QDC 3-Prong 5.56x45,2,0.07,-12,-12,,0.05,0,0,,,600
,,aeroknox_ae01_muzzle_brake,Arrow AE // 01 AR-15,-1,0.1,-16,-13,,0.1,0,0,,,600
,,smite_industries_jcomp_gen2_5.56x45_muzzle_brake,Smite Industries JCOMP Gen2 5.56x45,-1,0.08,-13,-16,,0.05,0,0,,,500
,,hart_607_car15_3.5inch_flash_moderator,"Hart 607 CAR-15 3.5"" Flash Moderator",2,0.12,-11,-12,,0.1,0,0,,,500
,,ewc_5.56x45_blackout_18_tooth_flash_hider,EWC 5.56x45 Blackout 18-Teeth,2,0.04,-11,-13,,0.05,0,0,,,500
,9x19_muzzle_device,,,,,,,,,,,,,
,,custom4port,CUSTOM4PORT,-2,0.07,-10,-2,,0,0,10,,,500
,,fd917,FD917,-8,0.25,-6,-14,,-0.15,0.14,200,,,2000
,,mp5_nowa_style_muzzle_brake_th,MPi-54 Nowa Style,-1,0.06,-8,-6,,0,0,20,,,600
,,alphadog_alpha9_flipped,Alpha Dog Alpha 9 9x19 Flipped,-7,0.22,-7,-9,,-0.15,0.14,150,,,1000
,,alphadog_alpha9,Alpha Dog Alpha 9 9x19,-8,0.22,-7,-9,,-0.15,0.14,150,,,1000
,,kazarov_pp-19-01_vityaz_9x19_suppressor,Kazarov PP-19-01 Vityaz 9x19,-5,0.23,-10,-10,,-0.2,0.13,150,,,1200
,,kazarov_pp-19-01_vityaz_std_muzzle_brake_compensator,Kazarov PP-19-01 Vityaz Std.,-1,0.04,-6,-7,,0,0,0,,,100
,,sig_srd9_9x19,SIC SRD 9 9x19mm,-4,0.23,-10,-9,,-0.1,0.12,90,,,1500
,,9x19_rotor43_8chamber_pf940_suppressor,Rotor 43 8 Chambered 9x19 PF940,-5,0.24,-9,-11,,-0.12,0.14,100,,,1000
,,9x19_naughty_9,Naughty-9,-2,0.18,-8,-8,,-0.05,0.06,50,,,900
,,whitner_defense_9x19_thread_protector,Whitner Defense 9x19,3,0.01,0,0,,0,0,0,,,100
,,9x19_thread_protector,Generic 9x19,3,0.01,0,0,,0,0,0,,,100
,,suppressors_inc_osprey9_gen1_9x19_suppressor,Suppressors Inc. Osprey 9 Gen 1 9x19,-6,0.19,-8,-12,,-0.15,0.15,150,,,1500
,,suppressors_inc_osprey9_gen1_9x19_suppressor_flipped,Suppressors Inc. Osprey 9 Gen 1 9x19 Flipped,-6,0.19,-8,-12,,-0.15,0.15,150,,,1500
,,vyctor_vc9_9x19_compensator,VYCTOR VC-9 9x19,-2,0.05,-7,-9,,0,0,20,,,1800
,,ips_9x19_1inch_barrel_extension,"IPS 1"" 9x19",-1,0.03,1,1,,0.06,0.01,30,,,500
,,resiliant_suppressors_obsidian_9_9x19_piston,Resiliant Suppressors Obsidian9 9x19 Piston,0,0.03,0,0,,0,0,0,,,300
,,resiliant_suppressors_obsidian_9_3lug_piston,Resiliant Suppressors Obsidian9 3-Lug Piston,0,0.03,0,0,,0,0,0,,,300
,,radian_weapons_glock17_afterburner_micro_compensator,Radian Weapons Glock 17 Gen5 AFTERBURNER Micro Compensator,0,0.04,-5,-5,,0,0,20,,,1000
,resiliant_suppressors_obsidian_9,,,,,,,,,,,,,
,,resiliant_suppressors_obsidian_9_body,Resiliant Suppressors Obsidian9 9x19 Body,-4,0.09,-9,-8,,-0.08,0.09,70,,,1500
,,resiliant_suppressors_obsidian_9_extension,Resiliant Suppressors Obsidian9 9x19 Extension,-3,0.07,-3,-2,,-0.04,0.05,50,,,1000
,,resiliant_suppressors_obsidian_9_cap,Resiliant Suppressors Obsidian9 9x19 Cap,0,0.02,,,,,,,,,0
,7.62x39_muzzle_device,,,,,,,,,,,,,
,,kazarov_akm_6p1_0_14_compensator,Kazarov AKM 6P1 0-14,0,0.04,-10,-13,,0,0,0,,,0
,,izmash_akml_flash_hider,Kazarov AKML System,2,0.1,-11,-11,,0,0,20,,,500
,,tsniitochmash_pbs_1_7.62x39_suppressor,TSNIITochMash PBS-1 7.62x39,-5,0.29,-13,-15,,-0.05,0.06,120,,,1200
,,cnc_warrior_m14x1lh_to_5_8x24rh_muzzle_thread_adapter,CNC Arms M14x1LH to 5/8x24RH Thread,-1,0.03,2,2,,0.15,0,-30,,,1500
,,lantac_dgnak47b_7.62x39_muzzle_brake,PGTac DGNAK47B 7.62x39,-2,0.09,-14,-15,,0.05,0,20,,,900
,,smite_industries_jcomp_gen2_7.62x39_muzzle_brake,Smite Industries JCOMP Gen2 7.62x39,-1,0.08,-11,-17,,0.05,0,0,,,500
,,alr_rifleworks_sr47_single_port_muzzle_brake,ALR Rifleworks SR47 Single Port,0,0.05,-13,-11,,0.05,0,0,,,600
,,alr_rifleworks_sr47_dual_port_muzzle_brake,ALR Rifleworks SR47 Dual Port,-1,0.07,-14,-12,,0.05,0,0,,,800
,,jmac_laf_14_1lh_muzzle_brake,JMAC Customs LAF 14-1LH,-4,0.15,-19,-10,,0.15,-0.02,0,,,1000
,,veles_dtk_1l_muzzle_brake,Veles DTK-1L,-2,0.12,-16,-14,,0.05,0,0,,,1000
,ak12_5.45x39_muzzle_device,,,,,,,,,,,,,
,,ak12_std_muzzle_device,Kazarov Group AK-12 Std.,0,0.09,-12,-14,,0.1,0,20,,,0
,,kazarov_group_6ch60_ak12_suppressor,Kazarov Group 6Ch60 AK-12,-5,0.3,-15,-17,,-0.15,0.14,120,,,1000
,,fireline_bayonet_thread_adapter_for_ak12,Fireline AK-12 Bayonet,0,0.03,0,0,,0,0,0,,,1500
,,kazarov_group_ak12k_5.45x39_flash_hider,Kazarov Group AK-12K 5.45x39,2,0.06,-10,-12,,0.1,0,10,,,500
,7.62x51nato_m15x1rh_muzzle_device,,,,,,,,,,,,,
,,tubewerx_m15x1rh_to_5_8x24_thread_adapter,Tubewerx M15x1RH to 5/8x24 Thread,-1,0.05,1,1,,0.1,0,-50,,,1000
,,hk_bird_cage_flash_hider_m15x1rh,Bird Cage Style M15x1RH 7.62x51 NATO,1,0.05,-11,-9,,0,0,50,,,0
,7.62x51nato_muzzle_device,,,,,,,,,,,,,
,,ak308_7.62x51_muzzle_brake,Kazarov Group AK-308,-1,0.06,-11,-14,,0.05,0,50,,,0
,,tiger_rock_ar10_7.62x51_barrett_style_muzzle_brake_with_jam_nut,Panther Rock AR-10 .308 Barrett Style Muzzle Brake with Jam Nut,-6,0.17,8,-35,,0.15,-0.01,-20,,,1500
,,rsa_3prong_trident_7.62x51_flash_hider,RSA 3-Prong Trident 7.62x51,1,0.06,-10,-12,,0,0,0,,,0
,,fn_fal_7.62x51_belgian_flash_hider,RSA SA-58 Belgian Style 7.62x51,0,0.08,-13,-11,,0,0,25,,,500
,,fn_fal_austrian_7.62x51_stg58_flash_hider,RSA SA-58 Austrian STG58 7.62x51,1,0.12,-10,-14,,0,0,50,,,500
,,rsa_warz_series_7.62x51_flash_hider,RSA WarZ Series 7.62x51,2,0.05,-9,-11,,0,0,0,,,600
,,sig_srd762ti_suppressor,SRD762Ti,-6,0.26,-11,-13,,-0.12,0.05,200,,,2000
,,spiderweb_bpr_suppressor_system_bpr_1425,Spiderweb BPR System BPR-1425,-4,0.16,-10,-10,,-0.1,0.03,150,,,2500
,,aft17_7.62x51_3prong_european_flash_hider,AF Tournai Mk17 .308 3-Prong European,1,0.09,-11,-12,,0,0,25,,,0
,,ewc_scar_sd_blackout_51_tooth_flashhider_supp_mount,EWC AFT-SD Blackout 51-Tooth Flash Hider,1,0.1,-14,-10,,0,0,25,,,750
,,suppressors_inc_osprey45_gen1_45acp_suppressor_7.62x51_piston,Suppressors Inc. Osprey 45 Gen 1 .45ACP w/ 7.62x51 Piston,-5,0.21,-9,-14,,-0.1,0.05,100,,,1500
,,suppressors_inc_osprey45_gen1_45acp_suppressor_7.62x51_piston_flipped,Suppressors Inc. Osprey 45 Gen 1 .45ACP w/ 7.62x51 Piston Flipped,-5,0.21,-9,-14,,-0.1,0.05,100,,,1500
,,lantac_dgn762b_asr_muzzle_brake,PGTac DGN762B-ASR,-1,0.09,-15,-13,,0.05,0,0,,,1000
,,ips_7.62x51_1inch_barrel_extension,"IPS 1"" 7.62x51",-1,0.05,0,0,,0.05,0.01,20,,,500
,,ips_7.62x51_2inch_barrel_extension,"IPS 2"" 7.62x51",-2,0.09,0,0,,0.1,0.02,40,,,750
,,ips_7.62x51_4inch_barrel_extension,"IPS 4"" 7.62x51",-3,0.17,0,0,,0.2,0.03,80,,,1000
,,centrefire_socom762_sfmb_muzzle_brake,Centrefire SOCOM 7.62 SFMB,-2,0.09,-17,-12,,0.05,0,0,,,900
,,odin_works_tiduro_thread_adapter_module,Odin Works Tiduro Thread Adapter Module,-1,0.04,-9,-9,,0,0,-30,,,300
,,odin_works_tiduro_.338_modular_no_baffle_suppressor,Odin Works Tiduro .338 Modular No Baffle,-3,0.12,-10,-8,,-0.06,0.04,120,,,1500
,,odin_works_tiduro_.338_modular_3_baffle_suppressor,Odin Works Tiduro .338 Modular 3 Baffle,-5,0.15,-11,-9,,-0.11,0.05,160,,,2000
,,odin_works_tiduro_.338_modular_5_baffle_suppressor,Odin Works Tiduro .338 Modular 5 Baffle,-7,0.18,-12,-10,,-0.15,0.06,200,,,3000
,,smite_industries_jcomp_gen2_7.62x51_muzzle_brake,Smite Industries JCOMP Gen2 7.62x51,-1,0.08,-13,-15,,0.05,0,0,,,500
,odin_mount,,,,,,,,,,,,,
,,odin_works_tiduro_modular_compensator,Odin Works Tiduro Modular,-1,0.05,-5,-5,,0.05,-0.01,-30,,,700
,45acp_muzzle_device,,,,,,,,,,,,,
,,direct_thread_adapter_omega45k,.45ACP Direct thread adapter for Omega 45K suppressor,0,0.03,0,0,,0.05,0,5,,,200
,,suppressors_inc_osprey45_gen1_45acp_suppressor,Suppressors Inc. Osprey 45 Gen 1 .45ACP,-6,0.19,-8,-12,,-0.15,0.15,150,,,1500
,,suppressors_inc_osprey45_gen1_45acp_suppressor_flipped,Suppressors Inc. Osprey 45 Gen 1 .45ACP Flipped,-6,0.19,-8,-12,,-0.15,0.15,150,,,1500
,5.8x42_muzzle_device,,,,,,,,,,,,,
,,sanxian_qbz95_factory_type1_bird_cage_flash_hider,Sanxian QBZ-95 Factory Type 1 Bird Cage,1,0.1,-3,-1,,0,0,45,,,300
,,sanxian_qbz95_factory_type2_bird_cage_flash_hider,Sanxian QBZ-95 Factory Type 2 Bird Cage,1,0.1,-1,-3,,0,0,45,,,300
,,sanxian_qbz95_5.8x42mm_suppressor,Sanxian QBZ-95 5.8x42mm,-4,0.24,-4,-6,,-0.05,0.12,100,,,2000
,sa58_upper_receiver,,,,,,,,,,,,,
,,sa58_type1_upper_receiver,RSA SA-58 Type 1,0,0.49,-2,-2,,,,,,,500
,,sa58_type1_upper_receiver_with_carry_handle,RSA SA-58 Type 1 (w/ Carry Handle Mount),0,0.5,0,0,,,,,,,0
,sa58_bolt,,,,,,,,,,,,,
,,rsa_sa58_7.62x51_bolt,RSA SA-58 7.62x51,0,0.24,,,,,,,,,0
,sa58_carry_handle,,,,,,,,,,,,,
,,fn_fal_long_carry_handle,RSA SA-58 Long,4,0.08,,,,,,,,,0
,,sa58_stg58_carry_handle,STG58,3,0.05,,,,,,,,,200
,sa58_charging_handle,,,,,,,,,,,,,
,,sa58_std_charging_handle,RSA SA-58,1,0.04,,,,,,,,,0
,sa58_dust_cover,,,,,,,,,,,,,
,,fn_fal_std_dust_cover,RSA SA-58 Std.,4,0.08,0,0,,,,,,,0
,,rsa_extreme_duty_extended_dust_cover,RSA Extreme Duty Extended Rail,2,0.25,-3,-4,,,,,,,1000
,sa58_fire_selector,,,,,,,,,,,,,
,,sa58_std_fire_selector,RSA SA-58,0,0.04,,,,,,,,,0
,sa58_folding_stock,,,,,,,,,,,,,
,,rsa_sa58_metric_para_folding_stock,RSA SA-58 Metric Para Folding,13,0.32,-7,-11,,,,,,,500
,,rsa_metric_para_buffer_tube_adapter,RSA Para Metric Buffer Tube,-3,0.05,1,2,,0.05,,,,,1000
,,rsa_sa58_folding_spr_para_stock_body,RSA SA58 Folding Para SPR,13,0.26,-10,-7,,-0.05,,,,,3000
,,rsa_sa58_folding_spr_para_stock_extendable_part,RSA SA58 Folding Para SPR,,0.04,,,,,,,,,0
,,rsa_sa58_folding_spr_para_stock_buttpad_mount,RSA SA58 Folding Para SPR,,0.03,,,,,,,,,0
,,rsa_sa58_folding_spr_para_stock_cheek_riser,RSA SA58 Folding Para SPR,1,0.06,,,,,,,,,0
,,rsa_sa58_folding_spr_para_stock_buttpad,RSA SA58 Folding Para SPR,1,0.04,,,,,,,,,0
,sa58_front_sight,,,,,,,,,,,,,
,,fnb_precision_fal_duplex_front_sight,F&B Precision FAL Duplex,1,0.01,,,,,,,,,200
,,rsa_metric_front_sight_size4,RSA Metric Size 4,1,0.01,,,,,,,,,0
,,rsa_metric_front_sight_size2,RSA Metric Size 2,1,0.01,,,,,,,,,0
,,rsa_metric_front_sight_size3,RSA Metric Size 3,1,0.01,,,,,,,,,0
,,rsa_metric_front_sight_size1,RSA Metric Size 1,1,0.01,,,,,,,,,0
,,fnb_precision_fal_crosshair_front_sight,F&B Precision FAL Crosshair,1,0.01,,,,,,,,,200
,sa58_grip,,,,,,,,,,,,,
,,sa58_std_grip,RSA SA-58 Standard,0,0.09,0,0,,,,,,,0
,,protac_ergonomic_ag_fal_pistol_grip,PRO Tactical Ergonomic AG-FAL,2,0.1,0,0,,,,,,,1500
,sa58_handguard,,,,,,,,,,,,,
,,rsa_sa58_belgian_style_full_length_handguard,RSA SA-58 Belgian Style Full Length,8,0.3,-16,-16,,0.03,,,,,0
,,rsa_sa58_wood_full_length_handguard,SA-58 Wood Full Length,9,0.5,-18,-18,,0.03,,,,,1000
,,rsa_sa58_belgian_style_mid_length_handguard,RSA SA-58 Belgian Style Mid Length,10,0.21,-13,-13,,0.03,,,,,750
,,target_sports_universal_11.3inch_mlok_hg_lower,"Target Sports Universal MLOK 11.3""",6,0.15,-10,-10,,,,,,,1500
,,rsa_metric_short_quadrail_handguard,RSA Metric Short Quad Rail,9,0.22,-8,-12,,,,,,,1000
,,rsa_sa58_metric_mlok_full_length_bottom_handguard,RSA SA58 Metric MLOK Full Length,5,0.14,-12,-10,,,,,,,1750
,,rsa_sa58_metric_mlok_full_length_top_handguard,RSA SA58 Metric MLOK Full Length Picatinny,2,0.12,-1,-1,,,,,,,250
,,rsa_sa58_metric_mlok_mid_length_bottom_handguard,RSA SA58 Metric MLOK Mid Length,8,0.11,-9,-7,,,,,,,1500
,,rsa_sa58_metric_mlok_mid_length_top_handguard,RSA SA58 Metric MLOK Mid Length Picatinny,2,0.09,-1,-1,,,,,,,200
,,rsa_sa58_metric_mlok_pistol_length_bottom_handguard,RSA SA58 Metric MLOK Pistol Length,11,0.08,-5,-5,,,,,,,1200
,,rsa_sa58_metric_mlok_pistol_length_top_handguard,RSA SA58 Metric MLOK Pistol Length Picatinny,2,0.06,0,0,,,,,,,150
,,rsa_sa58_tactical_pistol_v2_handguard,RSA SA-58 Tactical Pistol V2,14,0.15,-8,-8,,0.03,,,,,2000
,sa58_lower_receiver,,,,,,,,,,,,,
,,sa58_std_lower_receiver,RSA SA-58 7.62x51,0,0.37,,,,,,,,,0
,sa58_rear_sight,,,,,,,,,,,,,
,,rsa_sa58_holland_type_sight,RSA SA-58 Holland Type,1,0.03,,,,,,,,,200
,,rsa_sa58_para_rear_sight,RSA SA-58 Metric PARA,1,0.03,,,,,,,,,0
,,rsa_sa58_rear_sight_picatinny_mount,RSA SA-58 Rear Sight Picatinny,0.5,0.02,,,,,,,,,500
,sa58_stock,,,,,,,,,,,,,
,,rsa_sa58_para_fold_assembly,RSA SA-58 Para Fold Assembly,0,0.06,0,0,,,,,,,500
,,rsa_sa58_polymer_humpback_stock,RSA Humpback Polymer Fixed,10,0.36,-10,-10,,,,,,,0
,,rsa_sa58_x_series_stock,RSA SA58 FAL X-Series,12,0.29,-8,-8,,,,,,,500
,,rsa_sa58_buttpad,RSA SA58 FAL X-Series,1,0.05,,,,,,,,,0
,,rsa_sa58_wood_humpback_stock,SA58 Humpback Wood Fixed,9,0.39,-11,-11,,,,,,,1200
,,sa58_wood_stock_buttpad,SA58 Wood,1,0.03,,,,,,,,,0
,,rsa_sa58_pistol_qd_sling_endplate,RSA SA-58 Pistol QD Sling,5,0.05,8,8,,0.5,,,,,1000
,sa58_barrel,,,,,,,,,,,,,
,,rsa_sa58_210mm_premium_pistol_barrel,"RSA SA-58 8.25"" Premium Pistol",16,0.49,9,9,,0.25,-0.08,-158,,,1000
,,rsa_sa58_305mm_barrel,"RSA SA-58 12""",7,0.67,6,6,,0.15,-0.06,-131,,,750
,,rsa_sa58_330mm_barrel,"RSA SA-58 13""",5,0.72,4,4,,0.1,-0.04,-81,,,500
,,rsa_sa58_406mm_barrel,"RSA SA-58 16""",0,0.93,0,0,,0,0,71,,,0
,,rsa_sa58_457mm_barrel,"RSA SA-58 18""",-5,1.03,-4,-5,,-0.1,0.03,143,,,750
,,rsa_sa58_533mm_barrel,"RSA SA-58 21""",-10,1.13,-7,-8,,-0.25,0.08,238,,,1000
,,rsa_sa58_406mm_fluted_barrel,"RSA SA-58 16"" Fluted",2,0.86,1,2,,0,0,46,,,400
,sa58_gas_piston,,,,,,,,,,,,,
,,rsa_sa58_pistol_gas_piston,RSA SA-58 Pistol Length,2,0.01,-1,-2,,,,,,,100
,,rsa_sa58_rifle_gas_piston,RSA SA-58 Rifle Length,0,0.03,-2,-3,,,,,,,0
,z_rail_mount,,,,,,,,,,,,,
,,z_rail_side_mount2,Z-Rail Side,-1,0.04,,,,,,,,,0
,,z_rail_side_mount1,Z-Rail Side,-1,0.04,,,,,,,,,0
,3lug_adapter,,,,,,,,,,,,,
,,mp5_nowa_style_muzzle_brake,MPi-54 Nowa Style,-1,0.06,-9,-5,,0.1,0,20,,,600
,acog_fs,,,,,,,,,,,,,
,,acog_fs,Acog Front Backup Sight,1,0.01,,,,,,,,,0
,acog_rs,,,,,,,,,,,,,
,,virticon_rm35_acog_mount,Virticon RM35 ACOG,-1,0.03,,,,,,,,,200
,,acog_rs,Acog Rear Backup Sight,1,0.03,,,,,,,,,0
,adapter_omega45k,,,,,,,,,,,,,
,,suppressors_inc_omega45k_45acp_suppressor,Suppressors Inc. Omega45K,-4,0.13,-9,-8,,-0.1,0.1,80,,,1200
,aimsports_fn_fal_universal_mlok_handguard_upper,,,,,,,,,,,,,
,,target_sports_universal_11.3inch_hg_mlok,Target Sports Universal MLOK,2,0.1,-1,-1,,,,,,,500
,,target_sports_universal_11.3inch_hg_picatinny,Target Sports Universal Picatinny,1,0.13,0,0,,,,,,,300
,amrs_picatinny,,,,,,,,,,,,,
,,picatinny_section,Air for mounting picatinny attachments,0,0,,,,,,,,,0
,hart_sight,,,,,,,,,,,,,
,,hart_rear_ironsight_200m,Hart 200m,1,0.005,,,,,,,,,0
,,hart_rear_ironsight_600m,Hart 600m,0,0.005,,,,,,,,,0
,ddw,,,,,,,,,,,,,
,,adw_qd,Axtell Defence Wave QD,-6,0.28,-17,-19,,-0.2,0.1,90,,,1200
,starsurp_ace_recoil_pad,,,,,,,,,,,,,
,,starsurp_starsurp_apex_0.5_recoil_pad,StarSurp APEX M4 SOCOM Gen4,2,0.03,-1,-1,,,,,,,0
,rsa_sa58_mag_plate,,,,,,,,,,,,,
,,rsa_sa58_enhanced_bumper_magazine_bottom_plate,RSA FAL SA-58 Enhanced Bumper Magazine,1,0.05,,,,,,,,,500
,,rsa_sa58_mag_bottom_plate,RSA FAL SA-58 Magazine,0,0.02,,,,,,,,,0
,fn_fal_halbek,,,,,,,,,,,,,
,,rhodesian_halbek_muzzle_device,Rhodesian Reproduction Halbek,-3,0.07,12,-22,,0.1,-0.01,0,,,1200
,onyx_adapter,,,,,,,,,,,,,
,,onyx_1_762,Onyx One 7.62,-5,0.27,-19,-14,,-0.1,0.06,90,,,1400
,hk_mag_plate,,,,,,,,,,,,,
,,hk_mag_plate,Mag,0,0.02,,,,,,,,,0
,l7awm_bottom_plate,,,,,,,,,,,,,
,,dragoon_systems_l7awm_bottom_plate,Dragoon Systems L7AWM,0.5,0.02,,,,,,,,,0
,l5awm_bottom_plate,,,,,,,,,,,,,
,,dragoon_systems_l5awm_gen2_bottom_plate,Dragoon Systems L5AWM Gen2,0,0.02,,,,,,,,,0
,1p29_cup,,,,,,,,,,,,,
,,1p29_eye_cup,1P29,2,0.01,,,,,,,,,0
,zeiss_zfk_cup,,,,,,,,,,,,,
,,geiss_zfk_front_cup,Geiss ZFK Front,2,0.02,,,,,,,,,0
,,geiss_zfk_rear_eye_cup,Geiss ZFK Rear,5,0.02,,,,,,,,,0
,1pn58_cup,,,,,,,,,,,,,
,,1pn58_eye_cup,NPZ NSPU,2,0.04,,,,,,,,,0
,orion_cup,,,,,,,,,,,,,
,,squadsight_orion_eye_cup,Squadsight Orion Front Cup,2,0.04,,,,,,,,,
,leupold_deltapoint_pro_attachment,,,,,,,,,,,,,
,,deltapoint_attachment,Strauss DeltaPoint Cap,0,0.01,,,,,,,,,0
,,strauss_cq_deltapoint_pro_rear_ironsight,Strauss CQ DeltaPoint Pro Rear,0.5,0.02,,,,,,,,,200
,lrs_1_suppressor,,,,,,,,,,,,,
,,ss_lrs1_suppressor,Spike's Tactical Lrs-1,-5,0.33,-12,-22,,-0.2,0.1,100,,,1200
,pjs_cqc_handguard,,,,,,,,,,,,,
,,ihs_aug_a3_sa_cqc_handguard,IHS AUG A3 SA CQC Handguard,3,0.14,-2,-2,,,,,,,800
,pjs_cqc_handguard_rails,,,,,,,,,,,,,
,,ihs_aug_a3_sa_cqc_left_rail,IHS CQC Left,-1,0.06,-2,0,,,,,,,0
,,ihs_aug_a3_sa_cqc_right_rail,IHS CQC Right,-0.5,0.04,-1,0,,,,,,,0
,manticore_handguard,,,,,,,,,,,,,
,,cerberus_arms_aug_cantiliver_forend_handguard,Cerberus Arms AUG Forend,2,0.11,0,-4,,,,,,,800
,manticore_side_mount,,,,,,,,,,,,,
,,cerberus_arms_aug_cantiliver_forend_side_rail,Cerberus Arms AUG Forend Side Rail,-1,0.06,0,0,,,,,,,0
,aug_a3sf_rails,,,,,,,,,,,,,
,,aug_a3sf_left_rail,AUG A3SF Left,,,,,,,,,,,0
,,aug_a3sf_right_rail_1,AUG A3SF Right,,,,,,,,,,,0
,,aug_a3sf_right_rail_2,AUG A3SF Right,,,,,,,,,,,0
,,aug_a3sf_top_rail_1,AUG A3SF Top,,,,,,,,,,,0
,,aug_a3sf_top_rail_2,AUG A3SF Top,,,,,,,,,,,0
,mcs_buttpad,,,,,,,,,,,,,
,,mcs_buttpad,MCS V5,1,0.05,-1,-1,,,,,,,0
,mcs_hood,,,,,,,,,,,,,
,,mcs_lss_nv_hood,MCS LSS Night Vision,0,0.04,,,,,,,,,500
,,mcs_lss_xl_nv_hood_oversize,MCS LSS-XL Gen II Night Vision,0,0.06,,,,,,,,,750
,mcs_stock,,,,,,,,,,,,,
,,mcs_v5_skeleton_rifle_stock,MCS Skeleton V5,22,0.32,0,0,,-0.05,,,,,1200
,,mcs_v5_skeleton_rifle_stock_short,MCS Skeleton V5 Short,22,0.3,0,0,,-0.05,,,,,1200
,mk10_bottom,,,,,,,,,,,,,
,,mk10_bottom_adapter_large,MK10RL Large,-0.5,0.1,2,2,,,,,,,0
,,mk10_bottom_adapter_small,MK10RL Small,-0.5,0.04,2,2,,,,,,,0
,mk10_side,,,,,,,,,,,,,
,,mk10_side_adapter_large,MK10RL Large,-0.5,0.1,,,,,,,,,0
,,mk10_side_adapter_small,MK10RL Small,-0.5,0.04,,,,,,,,,0
,mk10_top,,,,,,,,,,,,,
,,mk10_top_adapter_large,MK10RL Large,-0.5,0.1,,,,,,,,,0
,,mk10_top_adapter_small,MK10RL Small,-0.5,0.06,,,,,,,,,0
,warsport_handguard_accessory_rail,,,,,,,,,,,,,
,,calsport_handguard_long_accessory_rail_bottom,Cal Sport Long Accessory Rail,-0.5,0.07,,,,,,,,,700
,,calsport_handguard_long_accessory_rail_side,Cal Sport Long Accessory Rail,-0.5,0.07,,,,,,,,,700
,,calsport_handguard_short_accessory_rail_bottom,Cal Sport Short Accessory Rail,-0.5,0.04,,,,,,,,,300
,,calsport_handguard_short_accessory_rail_side,Cal Sport Short Accessory Rail,-0.5,0.04,,,,,,,,,300
,oss_bpr_supp,,,,,,,,,,,,,
,,spiderweb_bpr_suppressor_system_srm_6,Spiderweb BPR System SRM-6,-3,0.14,-3,-3,,-0.08,0.03,130,,,1000
,prs_adjustment,,,,,,,,,,,,,
,,prs_adjustable_piece,Magtap PRS Gen3,0,0.05,,,,,,,,,0
,pso_cup,,,,,,,,,,,,,
,,chelomo_cup,PSO belamo,5,0.04,,,,,,,,,0
,pu_scope,,,,,,,,,,,,,
,,pu_3.5x_scope,PU 3.5x,-3.5,0.14,,,,,,,,,750
,,nomz_pilad_p3.5x20c_scope,NOMZ Pilad P3.5x20 C,-3,0.16,,,,,,,,,800
,z24_scope,,,,,,,,,,,,,
,,hetzel_z24_fero_4x24,Hetzel AG Z24 Fero 4x24mm,-2,0.16,,,,,,,,,750
,romeo3_mount,,,,,,,,,,,,,
,,sig_sauer_romeo3,Sic Stürmer Romeo3 Sight,-2,0.05,,,,,,,,,900
,romeo4t_cap,,,,,,,,,,,,,
,,romeo4t_lens_caps,Romeo4T Lens,1,0.02,,,,,,,,,0
,,romeo4t_folded_lens_caps,Romeo4T Folded Lens,2,0.02,,,,,,,,,0
,saiqd,,,,,,,,,,,,,
,,sai_jailbrake_handguard_extension,SAI JailBrake Extension,-1,0.14,-1,-4,,0.05,0,0,,,800
,sling_mount,,,,,,,,,,,,,
,,sling_mount_ar,Sling,1,0.01,,,,,,,,,0
,stanag_plate,,,,,,,,,,,,,
,,stanag_bottom_plate,STANAG Straight Mag,0,0.02,,,,,,,,,0
,stocka2,,,,,,,,,,,,,
,,magtap_prs_gen2_stock,Magtap PRS Gen2,20,0.38,-4,-15,,-0.05,,,,,1200
,,hera_hrs_light_stock,Hera HRS Light Fixed,16,0.16,-7,-10,,,,,,,1000
,surefire_handguard_light,,,,,,,,,,,,,
,,lm2,SureFire LM2,-0.5,0.1,,,,,,,,,500
,surefire_rc,,,,,,,,,,,,,
,,centrefire_socom556_rc2_suppressor,CentreFire SOCOM556-RC2 Fast-Attach,-4,0.28,-18,-16,,-0.1,0.08,80,,,1500
,qdc_suppressors,,,,,,,,,,,,,
,,pac_qdc_crs_prt_5.56x45_suppressor,PAC QDC/CRS-PRT 5.56x45,-5,0.31,-18,-18,,-0.15,0.08,90,,,2000
,,pac_crs_prt_suppressor_cover,PAC CRS-PRT,1,0.04,,,,,,,,,500
