name,pretty_name
mp_133_610mm_rib_barrel,610mm Rib
mp_133_660mm_barrel,660mm
mp_133_660mm_rib_barrel,660mm Rib
mp_133_710mm_barrel,710mm
mp_133_710mm_rib_barrel,710mm Rib
mp_133_750mm_rib_barrel,750mm Rib
mp_133_sawn_off_340mm_barrel,Sawn off 340mm
mp_133_510mm_barrel,510mm
mp_133_750mm_barrel,750mm
etmi_019_rib_mount,ETMI-019
mp133_bolt,MP-133 Std.
mp133_+2r_mag_ex,Baikal MP-133 +2R
mp153_4r_mag_cap,MP-153 4R Std.
mp133_+4r_mag_ex,Baikal MP-133 +4R
mp133_shell_feeder,MP-133 Std.
mp133_153_wooden_stock,MP-133/153 Wooden
mp133_153_plastic_stock,MP-133/153 Plastic
sigma_tek_plank,Sigma-Tek
mp133_153_plastic_pistol_grip,MP-133/153 Plastic
mp133_beechwood_handguard,MP-133 Beechwood
mp133_plastic_handguard,MP-133 Plastic
mp133_std_receiver,MP-133 Std.
sanxian_qbz95_lower_receiver,Sanxian QBZ-95 Lower
sanxian_qbz95_rear_aperture,Sanxian QBZ-95 Rear Sight
sanxian_qbz95_upper_receiver,Sanxian QBZ-95 Upper
sanxian_qbz95_trigger,Sanxian QBZ-95
t97.ca_qbz95_trigger,T97.ca QBZ-95
sanxian_qbz95_bolt,Sanxian QBZ-95 5.8x42mm
sanxian_qbz95_carry_handle,Sanxian QBZ-95
li_jiahao_acp95_top_rail_for_qbz,Li Jiahao designed ACP95 Top Rail for QBZ-95
schneider_defense_qbz95_long_bow_picatinny_carry_handle,Schneider Defense QBZ-95 Long Bow Picatinny Carry Handle
schneider_defense_qbz95_long_bow_mlok_carry_handle,Schneider Defense QBZ-95 Long Bow MLOK Carry Handle
sanxian_qbz95_yma95_3x_scope,Sanxian YMA-95 QBZ-95 3X
yma95_eye_cup,YMA-95 Scope
sanxian_qbz95_fire_selector,Sanxian QBZ-95
t97.ca_qbz95_fire_selector,T97.ca QBZ-95
sanxian_qbz95_front_ironsight_post,Sanxian QBZ-95 Front Sight
sanxian_qbz95_gasblock,Sanxian QBZ-95
sanxian_qbz95_handguard_trigger_housing,Sanxian QBZ-95 Handguard
t97.ca_qbz95_handguard_trigger_housing,T97.ca QBZ-95 Handguard
sanxian_qbz95_mag_release,Sanxian QBZ-95
sanxian_qbz95_rear_ironsight_base,Sanxian QBZ-95 Rear Ironsight
sanxian_qbz95_463mm_barrel,Sanxian QBZ-95 463mm 5.8x42mm
acp95_side_rail,ACP95 Side Rail
tt33_116mm_barrel,TT33 116mm
tt33_124mm_threaded_barrel,TT33 124mm Threaded
tt33_barrel_bushing,TT33
tt_pmlaser_dtk_compensator,TT PM-Laser DTK-TT
tt33_std_frame,TT33 Standard
tt33_std_frame_with_lanyard_loop,TT33 w/ Lanyard Loop
add_ivory_lanyard_grip,ADD Ivory Lanyard
razor_arms_g02,Razor Arms G02
tt33_std_grip,TT33 Std.
tt33_hammer,TT33
tt33_hammer_group,TT33
tt33_std_mag_btmplt,TT-33 Std. Mag
allpistolsprings_tt33_+1r_mag_extension,AllPistolSprings TT-33 (+1 Round)
tt33_mag_release,TT33
tt33_postwar_slide,TT33 Post-war 1949
tt33_prewar_slide,TT33 Pre-war 1935
tt33_mod_postwar_slide,TT33 Modified Full-Auto Post-war 1949
tt33_slide_catch,TT33
tt33_trigger,TT33
3d_printed_triggerguard_rail_mount,3D Printed Trigger Guard
tt_virginia_gear_tactical_lam_module_tt33,TT Virginia Gear Tactical Precision LAM-module
tt_c_optic_rail,TT-C Optic
izhevsk_pm_mag_bottomplate,Izhevsk PM Magazine
fireline_+2r_ext_pm_mag_plate,FireLine PM Makarov (+2 Round)
izhevsk_pm_9x18_std_frame,Izhevsk PM 9x18 Standard Frame
izhevsk_pm_bakelite_grip,Izhevsk PM Bakelite
pro_tactical_pm_g_pistol_grip,P.R.O Tactical PM-G
truelock_custom_pm_tactic_kit_pistol_grip,TrueLock Custom PM Tactic Kit
khorovod_pm_pistol_grip,Khorovod PM
pm_laser_ltsu_pm_laser,PM-Laser LTsU PM Laser
izhevsk_pm_9x18_std_slide,Izhevsk PM 9x18 Standard
izhevsk_pm_9x18_94mm_barrel,Izhevsk PM 9x18 94mm
hahn_precision_works_pm_9x18_110mm_threaded_barrel,Hahn Precision Works PM 9x18 110mm Threaded
izhevsk_pm_mag_release_spring,Izhevsk PM Standard
izhevsk_pm_std_hammer,Izhevsk PM Standard
izhevsk_pm_spring_retainer,Izhevsk PM Standard
izhevsk_pm_trigger_connect,Izhevsk PM Trigger Connect
izhevsk_pm_std_slide_stop,Izhevsk PM Standard
izhevsk_pm_std_9x18_ejector,Izhevsk PM Standard 9x18
izhevsk_pm_std_safety,Izhevsk PM Standard
izhevsk_pm_9x18_firing_pin,Izhevsk PM 9x18
izhevsk_pm_trigger_guard,Izhevsk PM
izhevsk_pm_std_trigger,Izhevsk PM Standard
fireline_pm_straight_trigger,FireLine PM Straight
izhevsk_pm_std_rear_sight,Izhevsk PM Standard
rtm_pm1_makarov_rear_sight,RTM PM-1 Makarov
est_pm_laser_sight,EST PM-Laser
zvetech_pf940_slide_cover,Zvetech PF940 Slide
45acp_kriss_magex2_pf940,.45 ACP KALIS MagEx2 For PF940 (+17 Rounds)
pf940_13r_plate,Magazine
vector_17r_plate,Magazine
9x19_kriss_magex2_vector,9x19 KALIS MagEx2 For PF940 (+23 Rounds)
um_tactical_um_3_mount,UM3
virticon_rm44_rear_sight_mount,Virticon RM44 RMR Rear
truglo_glock_tfx_rs,Truglo TFX
glock20_lf_rear_sight,PF940 20 Factory Large Frame
virticon_glock_supp_height_rear_sights_wh_sf,Virticon Suppressor / Optic Height White Outline Std. Frame
glock17_gen4_sf_rear_sight,PF940 17 Gen4 Factory Small Frame
glock17_gen5_sf_rear_sight,PF940 17 Gen5 Factory Small Frame
hughnitions_company_extra_high_rear_sight,Hughnitions Company Extra High
sof_industries_aim_glock_rear_sight,SOF Industries A.I.M. PF940
whitner_defense_edc_x9_snagfree_front_sight_red,Whitner Defense EDC X9 Snag-Free Red Fiber
whitner_defense_edc_x9_snagfree_front_sight_green,Whitner Defense EDC X9 Snag-Free Green Fiber
hughnitions_company_extra_high_front_sight,Hughnitions Company Extra High
whitner_defense_1911_tab_rear_battlesight,Whitner Defense 1911 TAB
whitner_defense_edc_x9_light_rail_receiver,Whitner Defense EDC X9 Light Rail
whitner_defense_edc_x9_slide,Whitner Defense EDC X9
whitner_defense_edc_x9_custom_cut_slide,Whitner Defense EDC X9 Custom Cut
whitner_defense_true_zero_acro_mount,Whitner Defense True Zero ACRO Mount
whitner_defense_true_zero_deltapoint_mount,Whitner Defense True Zero Deltapoint Mount
whitner_defense_true_zero_rmr_mount,Whitner Defense True Zero RMR Mount
whitner_defense_edc_x9_hammer,Whitner Defense EDC X9 Std.
whitner_defense_edc_x9_102mm_9x19_barrel,Whitner Defense EDC X9 102mm 9x19
whitner_defense_edc_x9_127mm_threaded_9x19_barrel,Whitner Defense EDC X9 127mm Threaded 9x19
whitner_defense_edc_x9_mag_bottomplate,Whitner Defense EDC X9 Magazine
whitner_defense_edc_x9_aggressive_starburst_g10_grip,Whitner Defense EDC X9 Aggressive Starburst G10
whitner_defense_edc_x9_backstrap_small,Whitner Defense EDC X9 Small
whitner_defense_edc_x9_backstrap_large,Whitner Defense EDC X9 Large
5.56x45_federal_xm193_55gr_fmjbt,5.56x45 Federal XM193 55gr FMJBT
5.56x45_winchester_m855_62gr_fmj,5.56x45 Winchester M855 62gr FMJ
5.56x45_lakecity_m855a1_62gr_sat,5.56x45 Lake City M855A1 62gr SAT
5.56x45_newq_pentagon_55gr_mchp,5.56x45 NewQ Pentagon 55gr MCHP
7.62x51_winchester_m80_149gr_fmj,7.62x51 Winchester M80 149gr FMJ
7.62x51_federal_m118lr_175gr_otm,7.62x51 Federal M118LR 175gr OTM
7.62x51_lakecity_m62_142gr_red_tracer,7.62x51 Lake City M62 142gr Red Tracer
7.62x51_emmeo_m993_129gr_ap,7.62x51 Emmeo M993 129gr AP
7.62x54r_norilsk_7n1_151gr_ps,7.62x54R Norilsk 7N1 151gr PS
7.62x54r_zim_rifle_150gr_spbt,7.62x54R ZiM Rifle Line 150gr SPBT
7.62x54r_norilsk_7t2_149gr_green_tracer,7.62x54R Norilsk 7T2 149gr Green Tracer
7.62x39_tula_57n231_122gr_ps,7.62x39 Tula 57-N-231 123gr PS
7.62x39_zim_rifle_123gr_jsp,7.62x39 ZiM Rifle Line 123gr JSP
7.62x39_s&b_sv43_123gr_red_tracer,7.62x39 Sellier & Bellot Sv43 123gr Red Tracer
5.45x39_hornet_black_60gr_vmax,5.45x39 Hornet BLACK 60gr V-MAX
5.45x39_polar_bear_60gr_fmj,5.45x39 Polar Bear 60gr FMJ
5.45x39_barnaul_7n22_57gr_bp,5.45x39 Barnaul 7N22 57gr BP
5.45x39_tula_7t3_49gr_red_tracer,5.45x39 Tula 7T3 49gr Red Tracer
5.45x39_fox_performance_55gr_hpbt,5.45x39 Fox Performance 55gr HPBT
5.45x39_tula_7n6_53gr_ps,5.45x39 Tula 7N6 53gr PS
9x18_norilsk_57n181s_92gr_pst,9x18 Norilsk 57-N-181S 92gr Pst
9x18_zim_handgun_93gr_fmj,9x18 ZiM Handgun Line 93gr FMJ
9x18_hornet_xtp_95gr_jhpfb,9x18 Hornet XTP 95gr JHPFB
9x18_norilsk_57t181_56gr_red_tracer,9x18 Norilsk 57-T-181 56gr Red Tracer
9x18_underwood_xtreme_95gr_sm,9x18 Underwood Xtreme Penetrator 95gr SM
9x19_roosevelt_umc_115gr_fmj,9x19 Roosevelt UMC 115gr FMJ
9x19_traviata_mle_94gr_rht_frangible,9x19 Traviata MLE 94gr RHT Frangible
9x19_federal_hishok_115gr_jhp,9x19 Federal Hi-Shok 115gr JHP
9x19_winchester_m822_124gr_fmj,9x19 Winchester M882 124gr FMJ
9x19_ammocor_usa_147gr_subsonic,9x19 AMMOCOR USA 147gr Subsonic FMJ
9x19_supernova_119gr_green_tracer,9x19 Supernova 119gr Green Tracer
10mm_phoenix_aluminum_200gr_fmj,10mm Auto Phoenix Aluminum 200gr FMJ
10mm_roosevelt_umc_180gr_fmj,10mm Auto Roosevelt UMC 180gr FMJ
10mm_winchester_silvertip_175gr_jhp,10mm Auto Winchester Silvertip 175gr JHP
10mm_liberty_civil_defense_60gr_hplf,10mm Auto Liberty Civil Defense 60gr HPLF
45acp_phoenix_brass_230gr_fmj,.45 ACP Phoenix Brass 230gr FMJ
45acp_winchester_service_grade_230gr_fmj,.45 ACP Winchester Service Grade 230gr FMJ
45acp_munitions_incorporated_230gr_subsonic_tmj,.45 ACP Munitions Incorporated 230gr Subsonic TMJ
45acp_speer_golddot_230gr_bjhp,.45 ACP Speer Gold Dot 230gr BJHP
45acp_supernova_225gr_red_tracer,.45 ACP Supernova 225gr Red Tracer
5.8x42_sanxian_dbp95_64gr_fmj,5.8x42mm Sanxian DBP95 64gr FMJ
5.8x42_sanxian_dbx95_64gr_green_tracer,5.8x42mm Sanxian DBX95 64gr Green Tracer
5.8x42_sanxian_dbp10_71gr_fmj,5.8x42mm Sanxian DBP10 71gr FMJ
7.62x25_s&b_85gr_fmj,7.62x25 Sellier & Bellot 85gr FMJ
7.62x25_tula_57t133_90gr_red_tracer,7.62x25 Tula 57-T-133 90gr Red Tracer
7.62x25_tula_57n134s_85gr_pst,7.62x25 Tula 57-N-134S 85gr Pst
12g_roosevelt_accutip_275_slug,"12G Roosevelt Accutip 2.75"" Slug"
12g_mili_275_00buck_9x,"12G MILI 2.75"" #00 Buckshot (9 Pellets)"
12g_phoenix_hellfire_300_dragons_breath,12G Phoenix Rising Hellfire 3” Dragon's Breath
12g_federal_game_load_275_4shot_152x,"12G Federal Game Load 2.75"" 4-Shot (152 Pellets)"
12g_foxhill_275_mean_bean_bag,"12G Fox Hill 2.75"" Mean Bean Bag"
hk_ump45_upper_receiver,UMC-45 .45 ACP
hk_ump9_upper_receiver,UMC-9 9x19
hk_ump_trigger,UMC
hk_ump_top_rail,UMC
hk_ump_stock_block,UMC
hk_ump_polymer_stock,UMC Polymer Folding
hk_ump_rear_sight,UMC 25M
hk_ump_rear_sight_base,UMC
hk_ump_paddle_mag_release,UMC Paddle
hk_ump_01_navy_lower_receiver,UMC 0-1 Navy
hk_ump_012_navy_lower_receiver,UMC 0-1-2 Navy
hk_ump_01d_navy_lower_receiver,UMC 0-1-D Navy
hk_ump_012d_navy_lower_receiver,UMC 0-1-2-D Navy
hk_ump_handstop,UMP
hk_ump_bottom_handguard_rail,UMP Bottom Handguard
hk_ump_left_handguard_rail,UMC Left Handguard
hk_ump_right_handguard_rail,UMC Right Handguard
hk_ump_front_sight,UMC
hk_ump9_bcg,UMC-9
hk_ump9_200mm_flanged_barrel,UMC-9 200mm 9x19 Flanged
hk_ump9_200mm_trilug_threaded_barrel,UMC-9 200mm 9x19 Tri-Lug Threaded
hk_ump45_bcg,UMC-45
hk_ump_bolt_catch,UMC
hk_ump_charging_handle,UMC
hk_ump_cocking_tube,UMC
hk_ump_fire_selector,UMC
hk_mp5k_polymer_handguard,MP5K Polymer
hk_ump45_200mm_flanged_barrel,UMC45 200mm .45ACP Flanged
hdts_ump45_200mm_threaded_barrel,HDTS UMC45 200mm .45ACP Threaded
omega_ump45_200mm_trilug_barrel,OMEGA UMC45 200mm .45ACP Tri-Lug
33mm_open_front_folding_iron_sight,33mm Open Front
33mm_open_front_folding_iron_sight_folded,33mm Open Front Folded
33mm_enclosed_front_folding_iron_sight,33mm Enclosed Front
33mm_enclosed_front_folding_iron_sight_folded,33mm Enclosed Front Folded
kf_416c_9.0i_barrel,"KF416C 9.0"""
kf_416d_10.4i_barrel,"KF416D 10.4"""
kf_416a5_11i_barrel,"KF416A5 11"""
kf_416a5_12.5i_barrel,"KF416A5 12.5"""
kf_416d_14.5i_barrel,"KF416D 14.5"""
kf_416a5_14.5i_barrel,"KF416A5 14.5"""
kf_416d_16.5i_barrel,"KF416D 16.5"""
kf_416a5_16.5i_barrel,"KF416A5 16.5"""
kf_416d_20i_barrel,"KF416D 20"""
kf_416a5_20i_barrel,"KF416A5 20"""
kf_416_a5_bayonet_mount,KF416A5
m27_bayonet_mount,M27
standalone_front_sight_mount,Standalone
custom_bayonet_mount+_front_sight_mount,Custom (Bayonet + Front Sight)
kf_416_barrel_nut,KF416
kf_416_a5_barrel_nut,KF416A5
kf_416a5_adjustable_gas_block,KF416A5 Adjustable
kf_416c_adjustable_gas_block,KF416C Adjustable
kf_416_default_gas_piston,KF416
compact_length_gas_system,Compact Length
normal_length_gas_system_416a5,Normal Length
normal_length_gas_system_416d,Normal Length
kf_416c_handguard,KF416C
kf_416_standard_length_quad_rail_handguard,Standard Length Quad Rail
kf_416_extended_length_quad_rail_handguard,Extended Length Quad Rail
kf_416_dmr_extra_long_handguard,DMR Extra Long
kf_416_9i_quad_rail_handguard,"9"" Quad Rail"
kf_416_9i_quad_rail_handguard_with_flip_up_sight,"9"" Quad Rail w/ Flip Up Sight"
kf_416_short_hkey_handguard,KF416 Short H-Key
kf_416_long_qd_hkey_handguard,KF416 Long QD H-Key
kf_416_11.5i_qd_mlok_handguard,"KF416 11.5"" QD MLOK"
kf_416_12.5i_qd_mlok_handguard,"KF416 12.5"" QD MLOK"
kf_416_14.5i_qd_mlok_handguard,"KF416 14.5"" QD MLOK"
handguard_flip_up_sight,KF416 Handguard
handguard_flip_up_sight_folded,KF416 Handguard (Folded)
kf_416_bolt_carrier_group,KF416
kf_416a5_bolt_carrier_group,KF416A5
kf_416c_bolt_carrier_group,KF416C
kf_416d_upper_receiver,KF416D
kf_416a5_upper_receiver,KF416A5
kf_m27_iar_upper_receiver,KF M27 IAR
kf_416c_lower_receiver,KF416C
kf_416d_lower_receiver,KF416D
kf_m27_iar_lower_receiver,KF M27 IAR
kf_m38_sdmr_lower_receiver,KF M38 SDMR
kf_416a5_lower_receiver,KF416A5
kf_416_dust_cover,KF416
kf_416d_fire_selector,KF416D Ambi
kf_416a5_ambi_fire_selector,KF416A5 Ambi
kf_416d_bolt_catch,KF416D
kf_416a5_enhanced_ambi_bolt_catch,KF416A5 Enhanced Ambi
kf_416_mag_release,KF416
kf_416a5_ambi_mag_release,KF416A5 Ambi
kf_416_forward_assist,KF416
kf_416_trigger,KF416
kf_416d_trigger_guard,KF416D
kf_416a5_trigger_guard,KF416A5 Enlarged
kf_416d_endplate,KF416D
kf_416c_endplate,KF416C
kf_416a5_sling_eyelet_endplate,KF416A5 Sling Eyelet
kf_416c_stock_body,KF416C
kf_416c_type_1_buttstock,KF416C Type 1
kf_416c_type_2_buttstock,KF416C Type 2
hk_g3a3_stock_extendable_part,KG-31a3 Stock Extendable Part
hk_g3_button_mag_release,KG-31 Button
hk_g3_charging_handle,KG-31 Charging Handle
hk_g3_cocking_support,KG-31 Cocking Support
hk_g3_endplate,KG-31 Endplate
hk_g3a3_stock_endplate,KG-31a3 Stock Endplate
hk_g3_fire_selector,KG-31 Fire Selector
hk_g3_front_sight_assembly,KG-31 Front Sight
hk_g3_wide_tropical_handguard,KG-31 Wide Tropical
pro_tactical_g3_rs_handguard,P.R.O Tactical KG-31-RS Railed
pac_long_ras_g3_modular_rail_handguard,PAC LONG RAS KG-31 Modular Rail
pac_ras_g3_azimuth_99048_30mm_mount,PAC RAS KG-31 Azimuth 99048 30mm
target_sports_extended_g3_mmh94_mlok_handguard,Target Sports Extended KG-31 MMH94 MLOK
target_sports_mmh94_mlok_top,Target Sports MMH94 MLOK Top
target_sports_mmh94_picatinny_top,Target Sports MMH94 Picatinny Top
hk_g3_paddle_mag_release,KG-31 Paddle
hk_g3_plastic_pistol_grip,KG-31 Plastic
hk_psg1_wooden_grip,SKG-31 Wooden
hk_psg1_grip_palm_rest,SKG-31 Grip
hk_g3_std_upper_receiver,KG-31 Standard Upper
hk_psg1_upper_receiver,SKG-31 Upper
hk_psg1_upper_receiver_modified,SKG-31 Upper Modified
ferro_ordnance_mc51_upper_receiver,Ferro Ordnance Group KG-51C Upper
ferro_ordnance_mc51k_upper_receiver,Ferro Ordnance Group KG-51K Upper
ferro_ordnance_mc51sd_upper_receiver,Ferro Ordnance Group KG-51SD Upper
ptr_32_7.62x39_upper_receiver,CTR-32 7.62x39 Upper
addon_hk_upper_receiver_picatinny_rail,Custom Addon Upper Receiver Picatinny
hk_g3_std_fixed_plastic_stock,KG-31 Standard Fixed Plastic
haga_defense_hk_g3_acr_stock_adapter,HAGA Defense KG-31 ACR
ptr_hk_g3_milspec_ar15_buffer_tube_adapter,CTR KG-31 Milspec AR-15 Buffer Tube
spuhr_g3_r410_stock_assembly_adapter,Spuhr KG-31 R-410 Stock Assembly
hk_psg1_stock_buttpad,SKG-31 Stock
hk_psg1_stock_cheek_rest,SKG-31 Stock
hk_psg1_stock_base,Sniper SKG-31 Version 2
spuhr_g3_r410_stock_assembly_stock,Spuhr KG-31 R-410
spuhr_g3_r410_stock_assembly_cheek_pad,Spuhr KG-31 R-410 Stock Assembly
hk_psg1_fa_plunger,SKG-31 Receiver Bolt FA
hk_pattern_regular_front_sight,Pattern Regular
hk_g3_std_trigger,KG-31 Standard
hk_g3_406mm_barrel,CTR 91 406mm 7.62x51
hk_g3_457mm_barrel,CTR 91 457mm 7.62x51
hk_msg90a1_threaded_600mm_barrel,MKG90A1 Threaded 600mm 7.62x51
ferro_ordnance_mc51_211mm_7.62x51_barrel,Ferro Ordnance Group KG-51C 211mm 7.62x51
ferro_ordnance_mc51k_145mm_7.62x51_barrel,Ferro Ordnance Group KG-51C 145mm 7.62x51
ferro_ordnance_mc51sd_125mm_7.62x51_barrel,Ferro Ordnance Group KG-51SD 125mm 7.62x51
hk_psg1_bull_650mm_barrel,SKG-31 Bull 650mm 7.62x51
ptr_32_7.62x39_457mm_m14x1lh_barrel,CTR-32 457mm 7.62x39
ptr_32_7.62x39_457mm_5-8x24_barrel,CTR-32 457mm 7.62x39 5/8x24 Thread
ptr_32_7.62x39_406mm_m14x1lh_barrel,CTR-32 406mm 7.62x39
ptr_32_7.62x39_406mm_5-8x24_barrel,CTR-32 406mm 7.62x39 5/8x24 Thread
ferro_ordnance_mc51sd_suppressor,Ferro Ordnance Group KG-51SD
hk_g3_rear_sight_assembly_top,KG-31 Rear Sight Assembly
hk_mp5_g3_rear_sight_rmr_mount,MPi54/KG-31 Rear Sight RMR
hk_g3_rear_sight_assembly_base,KG-31 Rear Sight Assembly
hk_g3_rear_drum_sight,KG-31 Drum
hk_g3_us_made_10r_bottom_plate,KG-31 US-Made Magazine
hk_psg1_upper_receiver_reinforcements,SKG-31 Receiver Side
hk_psg1_msg90_handguard,SKG-31/MKG-90
hk_g3_bolt_assembly,KG-31 Bolt
ferro_ordnance_mc51k_bolt_assembly,Ferro Ordnance Group KG-51K Bolt
ferro_ordnance_mc51_bolt_assembly,Ferro Ordnance Group KG-51C Bolt
hk_psg1_bolt_assembly,SKG-31 Bolt
hk_g3_sef_metal_trigger_housing,KG-31 SEF Metal Trigger
hk_psg1_metal_trigger_housing,SKG-31 Metal Trigger
aeroknox_ax_mp5_modified_trigger_housing,Arrow AX // MPi-54 Modified Trigger
ptr_32_sef_metal_trigger_housing,CTR-32 SEF Metal Trigger
hk_psg1_trigger,SKG-31
hk_psg1_trigger_shoe,SKG-31
hetzel_zf_6x42_psg1_scope,Hetzel AG ZF 6x42 SKG-31 Scope
steyr_aug_para_9x19_gasblock,Löwenherz AUG Para 9x19
steyr_aug_z_9x19_gasblock,Löwenherz AUG Z Shortened 9x19
steyr_aug_407mm_barrel,Löwenherz AUG A3 5.56x45 407mm
steyr_aug_508mm_barrel,Löwenherz AUG A3 5.56x45 508mm
steyr_aug_350mm_barrel,Löwenherz AUG A3 5.56x45 350mm
steyr_aug_hbar_620mm_heavy_barrel,Löwenherz AUG HBAR 5.56x45 620mm Heavy LMG
steyr_aug_457mm_barrel,Löwenherz AUG A3 5.56x45 457mm
aug_a3_std_bolt_carrier,AUG A3 Std.
aug_a3_std_gasblock,Löwenherz AUG A3 Standard
pup_light_25mm_flashlight_mount,PuP Light 25mm Flashlight
steyr_aug_a3_m1_receiver,Löwenherz AUG A3 M1
steyr_aug_a3_sa_receiver,Löwenherz AUG A3 Standard
steyr_aug_a1_stg77_1_5x_scoped_receiver,Löwenherz AUG A1 Swarovski Optik 1.5x Scoped
aug_a3_std_side_rail_mount,AUG A3 Side
aug_a3_sling_mount,AUG A3 M1
aug_a3_stock_buttpad,AUG A3 Factory Stock
steyr_aug_para_9x19_420mm_barrel,Löwenherz AUG Para 9x19 420mm
steyr_aug_para_9x19_325mm_threaded_barrel,Löwenherz AUG Para 9x19 325mm Threaded
steyr_aug_para_9x19_std_bolt_carrier,AUG Para 9x19 Std.
aug_a1_receiver_top_backup_sights,Backup Sights
steyr_aug_a1_tulip_5.56x45_closed_flash_hider,Löwenherz AUG A1 Tulip 5.56x45 Closed
steyr_aug_a3_5.56x45_closed_flash_hider,Löwenherz AUG A3 5.56x45 Closed
rat_worx_aug_5.56x45_supp_adapter,Rat Worx AUG 5.56x45 1/2x28
steyr_aug_a3_5.56x45_original_closed_muzzle_brake,Löwenherz AUG A3 5.56x45 Original Closed
steyr_breezer_ums_5.56x45_aug_suppressor,Löwenherz Breezer UMS 5.56x45 AUG
steyr_aug_austrian_mag_bottom_plate,Löwenherz AUG A3 Austrian Mag
corvus_defensio_aug_case_deflector,Corvus Defensio AUG
arid_concepts_aug_low_profile_case_deflector,Arid Concepts AUG Low Profile
steyr_aug_case_deflector,Löwenherz AUG Factory
wfortungsten_3d_printed_aug_nato_magwell,WforTungsten's 3D Printed AUG NATO
aug_a3_std_charging_handle,AUG A3 Std.
cerberus_arms_aug_raptor_charging_handle,Cerberus Arms AUG Raptor
corvus_defensio_aug_charging_handle,Corvus Defensio AUG
aug_a3_std_foregrip,AUG A3 Std.
aug_a3_std_foregrip_folded,AUG A3 Std. Folded
steyr_aug_a3_xs_bottom_accessory_rail,Löwenherz AUG A3 XS Bottom Accessory Rail
corvus_defensio_aug_forward_accessory_rail,Corvus Defensio AUG Forward Accessory Rail
aug_a3_std_mag_release,AUG A3 Std.
corvus_defensio_aug_enhanced_release_button,Corvus Defensio AUG Enhanced Button
arid_concepts_aug_improved_mag_release,Arid Concepts AUG Improved
arid_concepts_aug_mag_release_std_paddle,Arid Concepts Standard Paddle
arid_concepts_aug_mag_release_large_paddle,Arid Concepts Large Paddle
steyr_aug_a3_para_9x19_stock,Löwenherz AUG Para 9x19
fbt_aug_carbon_fiber_stock,Fine Ballistic Tools AUG Carbon Fiber
steyr_aug_a3_nato_stock,AUG A3 NATO
steyr_aug_a3_austrian_stock,AUG A3 Austrian
talon_aug_pistol_grip_wrap,TALON AUG
talon_aug_foregrip_wrap,TALON AUG
steyr_aug_a3_sa_top_rail,Löwenherz AUG A3 Standard
ihs_aug_a3_sa_cqc_top_rail,IHS AUG A3 SA CQC Top Rail
steyr_aug_a3_sa_xs_top_rail,Löwenherz AUG A3 SA XS Top Rail
corvus_defensio_aug_a3_mlok_top_rail,Corvus Defensio AUG A3 MLOK Top Rail
steyr_aug_z_subcompact_swat_keymod_top_rail,Löwenherz AUG-Z Subcompact SWAT Keymod Top Rail
steyr_aug_z_rail_front_sight,Löwenherz AUG-Z Rail
steyr_aug_z_rail_front_sight_folded,Löwenherz AUG-Z Rail Folded
steyr_aug_z_rail_rear_sight,Löwenherz AUG-Z Rail
steyr_aug_z_rail_rear_sight_folded,Löwenherz AUG-Z Rail Folded
steyr_aug_a3_m1_high_sight_mount,Löwenherz AUG A3 M1 High Top Rail
steyr_aug_a3_m1_extended_factory_rail,Löwenherz AUG A3 M1 Extended Factory Top Rail
cerberus_arms_aug_cantiliver_forend_top_rail,Cerberus Arms AUG Forend Top Rail
cerberus_arms_30mm_talon_scope_mount,Cerberus Arms 30mm Talon
corvus_defension_m1_aug_receiver_rail,Corvus Defensio M1 AUG Receiver Rail
steyr_aug_a3sf_60mm_3x_scope,Löwenherz AUG A3SF 60mm 3x
steyr_aug_a3sf_60mm_1.5x_scope,Löwenherz AUG A3SF 60mm 1.5x
aug_a3_std_trigger,AUG A3 Std.
arid_concepts_aug_improved_trigger,Arid Concepts AUG Improved
b3nd3rze3_mechanical_advantage_aug_a3_trigger,B3ND3RZE3 Mechanical Advantage AUG A3 3d Printed
steyr_aug_a3_std_safety,Löwenherz AUG A3 Standard
arid_concepts_aug_improved_safety,Arid Concepts AUG Improved
mosin_730mm_barrel,Mosin 730mm
mosin_sawn_off_200mm_barrel,Mosin Sawn Off 200mm
mosin_sawn_off_220mm_barrel,Mosin Sawn Off 220mm w/ front sight
mosin_514mm_barrel,Mosin Regular 514mm
mosin_bramit_7.62x54r_suppressor,Mosin Bramit 7.62x54R Suppressor
mosin_default_bolt,Mosin Default
infantry_bolt,Infantry
resolute_bolt,Resolute Industries
mosin_std_bolt_assembly,Infantry
mosin_infantry_bolt_handle,Mosin Infantry
ivan_bolt_handle,Crazy Ivan
mosin_front_sight,Mosin Nagant Standard
arbalet_patriot_mount,Arbalet Patriot K+W
pu_scope_mount,PU 3.5x Kochetov
kochetov_mount,Kochetov
resolute_ind_mi24c_mount,ResoluteInd MI-24C 91/30
resolute_ind_mount,ResoluteInd Low Pro
target_sports_mosin_trirail,Aimsports Mosin Tri-Rail
target_sports_mng_mount,Aimsports MNG Picatinny
mosin_rear_sight,Mosin
mosin_rear_sight_mount,Mosin Rear Sight
mosin_std_receiver,Infantry
mosin_sawn_off_stock,Mosin Sawn Off
mosin_sawn_off_full_stock,Mosin Sawn Off Full
mosin_promag_archangel_stock,ProClip Archangel Mosin PRS
mosin_carbine_stock,Mosin Std. Carbine
mosin_standard_stock,Mosin Std. Sniper
